date_rpt,company,ticker,EPS_est,EPS_act,suprise
2018-02-19,Superior Energy Services Inc,SPN,-0.32,-0.33,-3.13
2018-02-19,Grupo Supervielle SA,SUPV,0.52,0.53,+1.92
2018-02-19,Gentherm Inc,THRM,0.52,N/A,N/A
2018-02-19,StarTek Inc,SRT,0.01,N/A,N/A
2018-02-19,Noble Midstream Partners LP,NBLX,1.15,1.16,+0.87
2018-02-19,Trinseo SA,TSE,2.06,2.14,+3.88
2018-02-20,Rayonier Advanced Materials Inc,RYAM,0.14,0.5,+257.14
2018-02-20,Astec Industries Inc,ASTE,0.44,0.42,-4.55
2018-02-20,Allegion PLC,ALLE,0.93,1.11,+19.35
2018-02-20,Rent-A-Center Inc,RCII,-0.07,-0.41,-485.71
2018-02-20,American Water Works Company Inc,AWK,0.66,0.69,+4.55
2018-02-20,Verisk Analytics Inc,VRSK,0.78,0.81,+3.85
2018-02-20,American National Insurance Co,ANAT,N/A,N/A,N/A
2018-02-20,State Auto Financial Corp,STFC,0.34,0.4,+17.65
2018-02-20,KAR Auction Services Inc,KAR,0.53,0.63,+18.87
2018-02-20,Westinghouse Air Brake Technologies Corp,WAB,0.92,0.9,-2.17
2018-02-20,Alloy Steel International Inc,AYSI,N/A,N/A,N/A
2018-02-20,Avangrid Inc,AGR,0.65,0.61,-6.15
2018-02-20,American Campus Communities Inc,ACC,0.37,0.28,-24.32
2018-02-20,Cracker Barrel Old Country Store Inc,CBRL,2.31,2.73,+18.18
2018-02-20,La-Z-Boy Inc,LZB,0.46,0.51,+10.87
2018-02-20,Rocky Brands Inc,RCKY,0.25,0.37,+48
2018-02-20,Boyd Gaming Corp,BYD,0.27,0.22,-18.52
2018-02-20,Dine Brands Global Inc,DIN,0.69,0.74,+7.25
2018-02-20,BIO-Key International Inc,BKYI,-0.02,0.04,+300
2018-02-20,Bsquare Corp,BSQR,N/A,N/A,N/A
2018-02-20,Cooper Tire & Rubber Co,CTB,0.63,0.5,-20.63
2018-02-20,Six Flags Entertainment Corp,SIX,0.12,0.15,+25
2018-02-20,Choice Hotels International Inc,CHH,0.63,0.63,N/A
2018-02-20,Franklin Electric Co Inc,FELE,0.44,0.42,-4.55
2018-02-20,Newfield Exploration Co,NFX,0.62,0.71,+14.52
2018-02-20,Genuine Parts Co,GPC,1.09,1.12,+2.75
2018-02-20,Crestwood Equity Partners LP,CEQP,0.04,-1.2,-3100
2018-02-20,Gladstone Land Corp,LAND,-0.01,-0.01,N/A
2018-02-20,Monarch Casino & Resort Inc,MCRI,0.41,0.31,-24.39
2018-02-20,Devon Energy Corp,DVN,0.63,0.38,-39.68
2018-02-20,Great Lakes Dredge & Dock Corp,GLDD,-0.09,-0.13,-44.44
2018-02-20,Computer Task Group Inc,CTG,0.06,0.06,N/A
2018-02-20,Vectren Corp,VVC,0.76,0.74,-2.63
2018-02-20,Gannett Co Inc,GCI,0.46,0.55,+19.57
2018-02-20,Cardtronics PLC,CATM,0.63,0.73,+15.87
2018-02-20,Greenlight Capital Re Ltd,GLRE,-0.55,-1.01,-83.64
2018-02-20,Concho Resources Inc,CXO,0.45,0.66,+46.67
2018-02-20,CyberOptics Corp,CYBE,-0.04,0.07,+275
2018-02-20,FirstEnergy Corp,FE,0.68,0.71,+4.41
2018-02-20,Ultra Petroleum Corp,UPL,0.47,N/A,N/A
2018-02-20,General Cannabis Corp,CANN,N/A,N/A,N/A
2018-02-20,LendingClub Corp,LC,0.02,0.01,-50
2018-02-20,Westlake Chemical Partners LP,WLKP,0.45,0.46,+2.22
2018-02-20,Four Corners Property Trust Inc,FCPT,0.24,0.3,+25
2018-02-20,Encore Wire Corp,WIRE,0.48,0.76,+58.33
2018-02-20,National Healthcare Corp,NHC,N/A,N/A,N/A
2018-02-20,Ingevity Corp,NGVT,0.36,0.45,+25
2018-02-20,Duke Energy Corp,DUK,0.92,0.94,+2.17
2018-02-20,Haverty Furniture Companies Inc,HVT,0.3,0.4,+33.33
2018-02-20,Diana Containerships Inc,DCIX,N/A,N/A,N/A
2018-02-20,Milacron Holdings Corp,MCRN,0.39,0.47,+20.51
2018-02-20,Chefs' Warehouse Inc,CHEF,0.22,0.23,+4.55
2018-02-20,Invesco Mortgage Capital Inc,IVR,0.43,0.47,+9.3
2018-02-20,Iteknik Holding Corp,ITKH,N/A,N/A,N/A
2018-02-20,Fluor Corp,FLR,0.63,0.7,+11.11
2018-02-20,Westlake Chemical Corp,WLK,1.68,1.62,-3.57
2018-02-20,Navigant Consulting Inc,NCI,0.4,0.29,-27.5
2018-02-20,Kraton Corp,KRA,0.64,0.67,+4.69
2018-02-20,Comstock Mining Inc,LODE,N/A,N/A,N/A
2018-02-20,Home Depot Inc,HD,1.61,1.69,+4.97
2018-02-20,Domino's Pizza Inc,DPZ,1.95,2.09,+7.18
2018-02-20,Daktronics Inc,DAKT,-0.03,-0.14,-366.67
2018-02-20,Fresh Del Monte Produce Inc,FDP,N/A,-0.08,N/A
2018-02-20,Expeditors International of Washington Inc,EXPD,0.63,0.71,+12.7
2018-02-20,Ecolab Inc,ECL,1.39,1.39,N/A
2018-02-20,Helix Energy Solutions Group Inc,HLX,-0.01,-0.01,N/A
2018-02-20,EnLink Midstream Partners LP,ENLK,0.06,0.03,-50
2018-02-20,Enable Midstream Partners LP,ENBL,0.21,0.23,+9.52
2018-02-20,EnLink Midstream LLC,ENLC,0.17,-0.04,-123.53
2018-02-20,Esperion Therapeutics Inc,ESPR,-1.79,-1.44,+19.55
2018-02-20,Extra Space Storage Inc,EXR,0.7,1.63,+132.86
2018-02-20,Noble Energy Inc,NBL,0.04,0.32,+700
2018-02-20,Holly Energy Partners LP,HEP,0.47,0.56,+19.15
2018-02-20,Flotek Industries Inc,FTK,-0.03,-0.01,+66.67
2018-02-20,Hackett Group Inc,HCKT,0.26,0.27,+3.85
2018-02-20,MGM Growth Properties LLC,MGP,0.18,0.12,-33.33
2018-02-20,Ramco-Gershenson Properties Trust,RPT,0.05,0.24,+380
2018-02-20,Gentherm Inc,THRM,0.53,0.68,+28.3
2018-02-20,Golden Ocean Group Ltd,GOGL,0.14,0.17,+21.43
2018-02-20,TRI Pointe Group Inc,TPH,0.63,0.7,+11.11
2018-02-20,Osisko gold royalties Ltd,OR,N/A,N/A,N/A
2018-02-20,Halozyme Therapeutics Inc,HALO,0.72,0.85,+18.06
2018-02-20,Universal Insurance Holdings Inc,UVE,0.79,0.89,+12.66
2018-02-20,Inovalon Holdings Inc,INOV,0.07,0.06,-14.29
2018-02-20,Henry Schein Inc,HSIC,0.97,0.97,N/A
2018-02-20,ICC Holdings Inc,ICCH,N/A,N/A,N/A
2018-02-20,HealthStream Inc,HSTM,0.03,0.05,+66.67
2018-02-20,William Lyon Homes,WLH,0.85,0.89,+4.71
2018-02-20,Independence Realty Trust Inc,IRT,0.08,0.08,N/A
2018-02-20,Matson Inc,MATX,0.3,0.28,-6.67
2018-02-20,Universal Security Instruments Inc,UUU,N/A,N/A,N/A
2018-02-20,SiteOne Landscape Supply Inc,SITE,-0.05,0.09,+280
2018-02-20,TherapeuticsMD Inc,TXMD,-0.09,-0.1,-11.11
2018-02-20,LivePerson Inc,LPSN,0.01,N/A,-100
2018-02-20,Standard Motor Products Inc,SMP,0.38,0.54,+42.11
2018-02-20,MSA Safety Inc,MSA,0.99,1.31,+32.32
2018-02-20,QTS Realty Trust Inc,QTS,0.16,0.04,-75
2018-02-20,Morningstar Inc,MORN,N/A,N/A,N/A
2018-02-20,Ultragenyx Pharmaceutical Inc,RARE,-1.99,-1.89,+5.03
2018-02-20,PGT Innovations Inc,PGTI,0.13,0.18,+38.46
2018-02-21,ANSYS Inc,ANSS,1.03,1.07,+3.88
2018-02-21,Avista Corp,AVA,0.52,0.58,+11.54
2018-02-21,Alleghany Corp,Y,5.4,9.89,+83.15
2018-02-21,Applied Optoelectronics Inc,AAOI,0.83,N/A,N/A
2018-02-21,Applied Optoelectronics Inc,AAOI,0.83,0.89,+7.23
2018-02-21,Hannon Armstrong Sustainable Infrastructure Capital Inc,HASI,0.32,0.31,-3.13
2018-02-21,Alteryx Inc,AYX,-0.03,0.02,+166.67
2018-02-21,Acadia Healthcare Company Inc,ACHC,0.54,0.61,+12.96
2018-02-21,Kaiser Aluminum Corp,KALU,1.22,1.22,N/A
2018-02-21,Anika Therapeutics Inc,ANIK,0.44,0.38,-13.64
2018-02-21,Advance Auto Parts Inc,AAP,0.63,0.77,+22.22
2018-02-21,Altra Industrial Motion Corp,AIMC,0.47,0.47,N/A
2018-02-21,AXT Inc,AXTI,0.08,0.08,N/A
2018-02-21,Athene Holding Ltd,ATH,1.29,1.69,+31.01
2018-02-21,ATN International Inc,ATNI,-0.18,2.71,+1605.56
2018-02-21,Acadia Realty Trust,AKR,0.08,0.25,+212.5
2018-02-21,Avis Budget Group Inc,CAR,0.22,0.45,+104.55
2018-02-21,Boston Beer Company Inc,SAM,0.9,0.85,-5.56
2018-02-21,Bridgepoint Education Inc,BPI,-0.13,-0.16,-23.08
2018-02-21,bluebird bio Inc,BLUE,-1.7,-2.52,-48.24
2018-02-21,Jack in the Box Inc,JACK,1.06,1.23,+16.04
2018-02-21,Spring Bank Pharmaceuticals Inc,SBPH,-0.54,-0.11,+79.63
2018-02-21,Bandwidth Inc,BAND,N/A,0.09,N/A
2018-02-21,Blueprint Medicines Corp,BPMC,-1.11,-1.23,-10.81
2018-02-21,Macquarie Infrastructure Corp,MIC,0.51,0.43,-15.69
2018-02-21,SP Plus Corp,SP,0.4,0.4,N/A
2018-02-21,Continental Resources Inc,CLR,0.32,0.41,+28.12
2018-02-21,Gulfport Energy Corp,GPOR,0.39,0.45,+15.38
2018-02-21,Conduent Inc,CNDT,0.24,0.31,+29.17
2018-02-21,Matador Resources Co,MTDR,0.23,0.25,+8.7
2018-02-21,Retail Opportunity Investments Corp,ROIC,0.09,0.1,+11.11
2018-02-21,Dynex Capital Inc,DX,0.19,0.2,+5.26
2018-02-21,Select Medical Holdings Corp,SEM,0.19,0.31,+63.16
2018-02-21,CyrusOne Inc,CONE,0.06,0.03,-50
2018-02-21,Quidel Corp,QDEL,0.2,0.23,+15
2018-02-21,Cheniere Energy Inc,LNG,0.46,0.54,+17.39
2018-02-21,Encore Capital Group Inc,ECPG,0.94,1.05,+11.7
2018-02-21,Ultra Clean Holdings Inc,UCTT,0.6,0.59,-1.67
2018-02-21,Digimarc Corp,DMRC,-0.73,-0.76,-4.11
2018-02-21,Tredegar Corp,TG,N/A,N/A,N/A
2018-02-21,Southern Co,SO,0.46,0.51,+10.87
2018-02-21,Vonage Holdings Corp,VG,0.09,0.08,-11.11
2018-02-21,Cheniere Energy Partners LP,CQP,0.47,0.76,+61.7
2018-02-21,ManTech International Corp,MANT,0.39,1.73,+343.59
2018-02-21,Insulet Corp,PODD,-0.08,-0.12,-50
2018-02-21,Career Education Corp,CECO,0.05,0.12,+140
2018-02-21,United Insurance Holdings Corp,UIHC,0.49,0.63,+28.57
2018-02-21,Copa Holdings SA,CPA,2.33,2.36,+1.29
2018-02-21,United Therapeutics Corp,UTHR,3.89,0.43,-88.95
2018-02-21,ProAssurance Corp,PRA,0.62,0.55,-11.29
2018-02-21,Owens Corning,OC,1.04,1.11,+6.73
2018-02-21,Castlight Health Inc,CSLT,-0.05,-0.04,+20
2018-02-21,DISH Network Corp,DISH,0.55,0.57,+3.64
2018-02-21,Medicines Co,MDCO,-1.28,-1.58,-23.44
2018-02-21,Noble Corporation PLC,NE,-0.33,-0.29,+12.12
2018-02-21,Seaboard Corp,SEB,N/A,N/A,N/A
2018-02-21,Grand Canyon Education Inc,LOPE,1.1,1.19,+8.18
2018-02-21,Green Dot Corp,GDOT,0.25,0.29,+16
2018-02-21,Masonite International Corp,DOOR,0.84,0.71,-15.48
2018-02-21,Mack-Cali Realty Corp,CLI,N/A,0.03,N/A
2018-02-21,Curtiss-Wright Corp,CW,1.46,1.29,-11.64
2018-02-21,Sabra Health Care REIT Inc,SBRA,0.31,0.57,+83.87
2018-02-21,Cheesecake Factory Inc,CAKE,0.53,0.53,N/A
2018-02-21,Realty Income Corp,O,0.32,0.22,-31.25
2018-02-21,CoStar Group Inc,CSGP,1.25,1.25,N/A
2018-02-21,SM Energy Co,SM,-0.14,-0.08,+42.86
2018-02-21,SM Energy Co,SM,-0.14,-0.08,+42.86
2018-02-21,HollyFrontier Corp,HFC,0.83,0.7,-15.66
2018-02-21,Wendys Co,WEN,0.11,0.11,N/A
2018-02-21,Trex Company Inc,TREX,0.27,0.28,+3.7
2018-02-21,Whiting Petroleum Corp,WLL,-0.3,-0.17,+43.33
2018-02-21,SpartanNash Co,SPTN,0.41,0.41,N/A
2018-02-21,Sturm Ruger & Company Inc,RGR,0.77,0.56,-27.27
2018-02-21,Sun Communities Inc,SUI,0.18,0.09,-50
2018-02-21,Delphi Technologies PLC,DLPH,1.09,1.24,+13.76
2018-02-21,Employers Holdings Inc,EIG,0.56,1.06,+89.29
2018-02-21,Parsley Energy Inc,PE,0.17,0.3,+76.47
2018-02-21,Empire State Realty Trust Inc,ESRT,0.19,N/A,N/A
2018-02-21,Evertec Inc,EVTC,0.23,0.24,+4.35
2018-02-21,WPX Energy Inc,WPX,-0.07,-0.02,+71.43
2018-02-21,Essendant Inc,ESND,-0.06,0.11,+283.33
2018-02-21,Endologix Inc,ELGX,-0.21,-0.08,+61.9
2018-02-21,Everbridge Inc,EVBG,-0.02,-0.02,N/A
2018-02-21,Mammoth Energy Services Inc,TUSK,0.53,0.82,+54.72
2018-02-21,Eros International PLC,EROS,0.08,-0.09,-212.5
2018-02-21,Five9 Inc,FIVN,0.04,0.07,+75
2018-02-21,Sanderson Farms Inc,SAFM,1.1,0.6,-45.45
2018-02-21,First Industrial Realty Trust Inc,FR,0.15,0.81,+440
2018-02-21,FARO Technologies Inc,FARO,0.35,0.5,+42.86
2018-02-21,Ruth's Hospitality Group Inc,RUTH,0.39,0.44,+12.82
2018-02-21,Garmin Ltd,GRMN,0.76,0.79,+3.95
2018-02-21,Vishay Precision Group Inc,VPG,0.31,0.39,+25.81
2018-02-21,Globus Medical Inc,GMED,0.35,0.38,+8.57
2018-02-21,Washington Prime Group Inc,WPG,0.1,0.27,+170
2018-02-21,G1 Therapeutics Inc,GTHX,-0.58,-0.6,-3.45
2018-02-21,SJW Group,SJW,0.44,0.44,N/A
2018-02-21,ONE Gas Inc,OGS,0.89,0.86,-3.37
2018-02-21,Superior Uniform Group Inc,SGC,0.29,N/A,N/A
2018-02-21,PRA Health Sciences Inc,PRAH,1.03,1.04,+0.97
2018-02-21,Host Hotels & Resorts Inc,HST,0.15,0.12,-20
2018-02-22,American Homes 4 Rent,AMH,0.02,-0.08,-500
2018-02-22,Altisource Portfolio Solutions SA,ASPS,0.61,0.54,-11.48
2018-02-22,Agree Realty Corp,ADC,0.39,0.53,+35.9
2018-02-22,Century Aluminum Co,CENX,0.24,0.26,+8.33
2018-02-22,Achillion Pharmaceuticals Inc,ACHN,-0.16,-0.17,-6.25
2018-02-22,Acacia Communications Inc,ACIA,0.25,0.27,+8
2018-02-22,Atlas Air Worldwide Holdings Inc,AAWW,2.16,2.43,+12.5
2018-02-22,Appian Corp,APPN,-0.16,-0.08,+50
2018-02-22,American Software Inc,AMSWA,0.06,0.18,+200
2018-02-22,Apache Corp,APA,0.22,0.33,+50
2018-02-22,Assured Guaranty Ltd,AGO,0.66,0.77,+16.67
2018-02-22,Apple Hospitality REIT Inc,APLE,0.17,-0.01,-105.88
2018-02-22,Archrock Inc,AROC,-0.07,N/A,+100
2018-02-22,Air Lease Corp,AL,0.87,1.06,+21.84
2018-02-22,ACI Worldwide Inc,ACIW,0.43,0.62,+44.19
2018-02-22,AAC Holdings Inc,AAC,0.04,0.1,+150
2018-02-22,Adamas Pharmaceuticals Inc,ADMS,-1.18,-1.27,-7.63
2018-02-22,Aspen Aerogels Inc,ASPN,-0.1,-0.07,+30
2018-02-22,Northern Oil and Gas Inc,NOG,0.09,0.1,+11.11
2018-02-22,Alliant Energy Corp,LNT,0.36,0.33,-8.33
2018-02-22,Ardagh Group SA,ARD,0.31,0.37,+19.35
2018-02-22,Advanced Disposal Services Inc,ADSW,0.14,0.13,-7.14
2018-02-22,Emergent BioSolutions Inc,EBS,0.7,0.74,+5.71
2018-02-22,Brookdale Senior Living Inc,BKD,-0.25,0.08,+132
2018-02-22,BJ's Restaurants Inc,BJRI,0.32,0.37,+15.62
2018-02-22,Synthetic Biologics Inc,SYN,-0.05,0.02,+140
2018-02-22,Biomarin Pharmaceutical Inc,BMRN,-0.23,-0.29,-26.09
2018-02-22,Red Robin Gourmet Burgers Inc,RRGB,0.54,0.78,+44.44
2018-02-22,BioTelemetry Inc,BEAT,0.24,0.32,+33.33
2018-02-22,Bel Fuse Inc,BELFA,N/A,N/A,N/A
2018-02-22,Brady Corp,BRC,0.44,0.48,+9.09
2018-02-22,Goldman Sachs BDC Inc,GSBD,0.47,0.47,N/A
2018-02-22,Bloomin' Brands Inc,BLMN,0.39,0.41,+5.13
2018-02-22,Continental Building Products Inc,CBPX,0.33,0.41,+24.24
2018-02-22,Brightcove Inc,BCOV,-0.03,0.04,+233.33
2018-02-22,Corcept Therapeutics Inc,CORT,0.18,0.17,-5.56
2018-02-22,Tix Corp,TIXC,N/A,N/A,N/A
2018-02-22,Hewlett Packard Enterprise Co,HPE,0.22,0.34,+54.55
2018-02-22,Stepan Co,SCL,0.72,1.06,+47.22
2018-02-22,Houghton Mifflin Harcourt Co,HMHC,-0.9,-0.67,+25.56
2018-02-22,Solar Capital Ltd,SLRC,0.42,0.44,+4.76
2018-02-22,Nevro Corp,NVRO,-0.14,-0.15,-7.14
2018-02-22,FTI Consulting Inc,FCN,0.5,0.78,+56
2018-02-22,CenterPoint Energy Inc,CNP,0.3,0.33,+10
2018-02-22,Central Federal Corp,CFBK,N/A,N/A,N/A
2018-02-22,Constellium NV,CSTM,0.1,-0.8,-900
2018-02-22,Unit Corp,UNT,0.19,0.22,+15.79
2018-02-22,Spirit Realty Capital Inc,SRC,0.06,0.07,+16.67
2018-02-22,Solar Senior Capital Ltd,SUNS,0.35,0.35,N/A
2018-02-22,CVR Refining LP,CVRR,0.2,0.24,+20
2018-02-22,Iridium Communications Inc,IRDM,0.1,1.1,+1000
2018-02-22,Tennant Co,TNC,0.34,0.34,N/A
2018-02-22,OGE Energy Corp,OGE,0.28,0.3,+7.14
2018-02-22,Exact Sciences Corp,EXAS,-0.24,-0.18,+25
2018-02-22,Hormel Foods Corp,HRL,0.44,0.56,+27.27
2018-02-22,Norwegian Cruise Line Holdings Ltd,NCLH,0.64,0.68,+6.25
2018-02-22,Universal Display Corp,OLED,0.85,0.93,+9.41
2018-02-22,Marcus Corp,MCS,0.38,0.46,+21.05
2018-02-22,CVR Energy Inc,CVI,0.12,0.28,+133.33
2018-02-22,EchoStar Corp,SATS,0.31,0.05,-83.87
2018-02-22,CVR Partners LP,UAN,-0.16,-0.24,-50
2018-02-22,Danaos Corp,DAC,0.21,0.28,+33.33
2018-02-22,Covanta Holding Corp,CVA,0.21,0.09,-57.14
2018-02-22,LSC Communications Inc,LKSD,0.66,0.5,-24.24
2018-02-22,C&J Energy Services Inc,CJ,0.24,0.31,+29.17
2018-02-22,Zix Corp,ZIXI,0.08,0.08,N/A
2018-02-22,Erie Indemnity Co,ERIE,0.76,0.8,+5.26
2018-02-22,Superior Group of Companies Inc,SGC,0.29,0.4,+37.93
2018-02-22,Teekay Corp,TK,-0.05,-0.11,-120
2018-02-22,Nordson Corp,NDSN,1.34,1.35,+0.75
2018-02-22,Data I/O Corp,DAIO,0.12,0.18,+50
2018-02-22,World Fuel Services Corp,INT,0.61,0.25,-59.02
2018-02-22,Hercules Capital Inc,HTGC,0.29,0.32,+10.34
2018-02-22,Integer Holdings Corp,ITGR,0.79,0.96,+21.52
2018-02-22,Chart Industries Inc,GTLS,0.31,0.46,+48.39
2018-02-22,Cogent Communications Holdings Inc,CCOI,0.12,0.12,N/A
2018-02-22,Toro Co,TTC,0.44,0.48,+9.09
2018-02-22,LKQ Corp,LKQ,0.42,0.41,-2.38
2018-02-22,Harsco Corp,HSC,0.14,0.2,+42.86
2018-02-22,Visteon Corp,VC,1.72,1.64,-4.65
2018-02-22,Immersion Corp,IMMR,-0.18,-0.21,-16.67
2018-02-22,Chesapeake Energy Corp,CHK,0.24,0.3,+25
2018-02-22,Store Capital Corp,STOR,0.2,0.21,+5
2018-02-22,Graham Holdings Co,GHC,N/A,N/A,N/A
2018-02-22,Newmont Mining Corp,NEM,0.38,0.4,+5.26
2018-02-22,Main Street Capital Corp,MAIN,0.6,0.64,+6.67
2018-02-22,Zebra Technologies Corp,ZBRA,2.12,2.33,+9.91
2018-02-22,PPL Corp,PPL,0.48,0.55,+14.58
2018-02-22,Redfin Corp,RDFN,-0.05,-0.02,+60
2018-02-22,Repligen Corp,RGEN,0.12,0.2,+66.67
2018-02-22,Orion Engineered Carbons SA,OEC,0.43,0.46,+6.98
2018-02-22,Vicor Corp,VICR,N/A,N/A,N/A
2018-02-22,Trade Desk Inc,TTD,0.43,0.54,+25.58
2018-02-22,Diana Shipping Inc,DSX,-0.15,-0.15,N/A
2018-02-22,Diamond Hill Investment Group Inc,DHIL,N/A,N/A,N/A
2018-02-22,Denbury Resources Inc,DNR,0.07,0.12,+71.43
2018-02-22,Enviva Partners LP,EVA,0.31,0.25,-19.35
2018-02-22,EMCOR Group Inc,EME,0.86,1.13,+31.4
2018-02-22,Energy Focus Inc,EFOI,-0.15,-0.14,+6.67
2018-02-22,Edison International,EIX,0.92,1.1,+19.57
2018-02-23,AdvanSix Inc,ASIX,0.44,0.6,+36.36
2018-02-23,Arbor Realty Trust Inc,ABR,0.23,0.35,+52.17
2018-02-23,ADM Tronics Unlimited Inc,ADMT,N/A,N/A,N/A
2018-02-23,Telephone and Data Systems Inc,TDS,-0.04,0.05,+225
2018-02-23,AllianceBernstein Global High Income Fund Inc,AWF,N/A,N/A,N/A
2018-02-23,ADMA Biologics Inc,ADMA,-0.31,-0.29,+6.45
2018-02-23,Acorn International Inc,ATV,N/A,N/A,N/A
2018-02-23,Arsenal Holdings PLC,AFC,N/A,N/A,N/A
2018-02-23,Sangui Biotech International Inc,SGBI,N/A,N/A,N/A
2018-02-23,First Bancshares Inc,FBSI,N/A,N/A,N/A
2018-02-23,Bioblast Pharma Ltd,ORPN,N/A,N/A,N/A
2018-02-23,Surrey Bancorp,SRYB,N/A,N/A,N/A
2018-02-23,National Bankshares Inc,NKSH,0.56,0.44,-21.43
2018-02-23,Northwest Natural Gas Co,NWN,0.98,1.04,+6.12
2018-02-23,Huntsman Corp,HUN,0.66,0.76,+15.15
2018-02-23,Comfort Systems USA Inc,FIX,0.51,0.45,-11.76
2018-02-23,United States Cellular Corp,USM,-0.08,0.05,+162.5
2018-02-23,Digirad Corp,DRAD,0.03,-1.09,-3733.33
2018-02-23,Cabot Oil & Gas Corp,COG,0.11,0.13,+18.18
2018-02-23,Mind CTI Ltd,MNDO,N/A,N/A,N/A
2018-02-23,WP Carey Inc,WPC,0.57,0.72,+26.32
2018-02-23,HMS Holdings Corp,HMSY,0.22,0.24,+9.09
2018-02-23,Community Healthcare Trust Inc,CHCT,N/A,N/A,N/A
2018-02-23,Where Food Comes From Inc,WFCF,N/A,N/A,N/A
2018-02-23,Pinnacle West Capital Corp,PNW,0.12,0.19,+58.33
2018-02-23,Entergy Corp,ETR,0.46,0.76,+65.22
2018-02-23,Maui Land & Pineapple Company Inc,MLP,N/A,N/A,N/A
2018-02-23,Cinemark Holdings Inc,CNK,0.48,0.82,+70.83
2018-02-23,Potbelly Corp,PBPB,0.08,0.08,N/A
2018-02-23,Stewardship Financial Corp,SSFN,N/A,N/A,N/A
2018-02-23,FirsTime Design Ltd,FTDL,N/A,N/A,N/A
2018-02-23,Donegal Group Inc,DGICA,0.4,0.04,-90
2018-02-23,Public Service Enterprise Group Inc,PEG,0.56,0.57,+1.79
2018-02-23,Eversource Energy,ES,0.75,0.75,N/A
2018-02-23,EyeGate Pharmaceuticals Inc,EYEG,-0.24,-0.15,+37.5
2018-02-23,MGE Energy Inc,MGEE,N/A,N/A,N/A
2018-02-23,Meritage Hospitality Group Inc,MHGU,N/A,N/A,N/A
2018-02-23,New Senior Investment Group Inc,SNR,-0.17,-0.15,+11.76
2018-02-23,MiMedx Group Inc,MDXG,0.1,N/A,N/A
2018-02-23,James River Group Holdings Ltd,JRVR,0.72,0.25,-65.28
2018-02-23,Ryman Hospitality Properties Inc,RHP,1.02,1.02,N/A
2018-02-23,Universal Logistics Holdings Inc,ULH,0.24,0.24,N/A
2018-02-23,Titan International Inc,TWI,-0.15,-0.1,+33.33
2018-02-23,KBR Inc,KBR,0.3,0.28,-6.67
2018-02-23,Trucept Inc,TREP,N/A,N/A,N/A
2018-02-23,Insmed Inc,INSM,-0.64,-0.85,-32.81
2018-02-23,TC PipeLines LP,TCP,0.77,0.77,N/A
2018-02-23,Venator Materials PLC,VNTR,0.59,0.61,+3.39
2018-02-24,Biglari Holdings Inc,BH,-1.65,-18.56,-1024.85
2018-02-26,180 Degree Capital Corp,TURN,N/A,N/A,N/A
2018-02-26,2U Inc,TWOU,0.13,0.14,+7.69
2018-02-26,Palo Alto Networks Inc,PANW,0.79,0.97,+22.78
2018-02-26,Armstrong World Industries Inc,AWI,0.67,0.5,-25.37
2018-02-26,Preferred Apartment Communities Inc,APTS,-0.4,-0.6,-50
2018-02-26,Amerisafe Inc,AMSF,0.85,0.69,-18.82
2018-02-26,FreightCar America Inc,RAIL,-0.28,-0.58,-107.14
2018-02-26,Akcea Therapeutics Inc,AKCA,-0.21,-0.27,-28.57
2018-02-26,AppFolio Inc,APPF,0.09,0.12,+33.33
2018-02-26,American States Water Co,AWR,0.37,0.38,+2.7
2018-02-26,Alder Biopharmaceuticals Inc,ALDR,-1.04,-0.8,+23.08
2018-02-26,Astronics Corp,ATRO,0.45,0.42,-6.67
2018-02-26,AtriCure Inc,ATRC,-0.21,-0.2,+4.76
2018-02-26,Altaba Inc,AABA,N/A,N/A,N/A
2018-02-26,National Storage Affiliates Trust,NSA,-0.09,-0.08,+11.11
2018-02-26,John Bean Technologies Corp,JBT,1.08,1.1,+1.85
2018-02-26,Black Stone Minerals LP,BSM,0.18,0.39,+116.67
2018-02-26,Boise Cascade Co,BCC,0.32,0.28,-12.5
2018-02-26,Global Cord Blood Corp,CO,0.13,0.09,-30.77
2018-02-26,Broadway Financial Corp,BYFC,N/A,N/A,N/A
2018-02-26,Basic Energy Services Inc,BAS,-0.45,-0.55,-22.22
2018-02-26,Belmond Ltd,BEL,-0.05,-0.06,-20
2018-02-26,Crossamerica Partners LP,CAPL,0.08,0.2,+150
2018-02-26,Independence Contract Drilling Inc,ICD,-0.11,-0.12,-9.09
2018-02-26,Vistra Energy Corp,VST,0.22,0.18,-18.18
2018-02-26,Exterran Corp,EXTN,0.11,-0.03,-127.27
2018-02-26,DiamondRock Hospitality Co,DRH,0.09,0.12,+33.33
2018-02-26,Clovis Oncology Inc,CLVS,-1.3,-1.04,+20
2018-02-26,California Resources Corp,CRC,-0.57,-0.33,+42.11
2018-02-26,Howard Hughes Corp,HHC,0.23,3.46,+1404.35
2018-02-26,Comstock Resources Inc,CRK,-0.97,-0.31,+68.04
2018-02-26,Corelogic Inc,CLGX,0.52,0.55,+5.77
2018-02-26,Tenet Healthcare Corp,THC,1.25,1.4,+12
2018-02-26,National General Holdings Corp,NGHC,0.16,0.28,+75
2018-02-26,Copart Inc,CPRT,0.4,0.47,+17.5
2018-02-26,Winmark Corp,WINA,N/A,N/A,N/A
2018-02-26,Encompass Health Corp,EHC,0.65,0.7,+7.69
